issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence
2803,WP-API,https://github.com/WP-API/WP-API/issues/2803,/wp/v2/taxonomies object returns JSON array (not object) on invalid query,"`/wp/v2/taxonomies?type=wingding` will yield `[]`, when the default response for the endpoint is a keyed object. I presume that the object returned from the API should be consistently formed, so I raise whether we should return `{}` instead if an invalid type property is provided (or whether a descriptive error should be returned instead).",other-file | test-file | other-file | test-file,"/wp/v2/taxonomies object returns JSON array (not object) on invalid query `/wp/v2/taxonomies?type=wingding` will yield `[]`, when the default response for the endpoint is a keyed object. I presume that the object returned from the API should be consistently formed, so I raise whether we should return `{}` instead if an invalid type property is provided (or whether a descriptive error should be returned instead). other-file test-file other-file test-file",bug,0.9
862,WP-API,https://github.com/WP-API/WP-API/issues/862,Post query returns json_invalid_query for valid query,"If you do a query that happens to have no results (e.g. `cat=2` where the category has no posts), you get back a 404 and a `json_invalid_query` error. This should just be an empty JSON list, and not an error.",test-file,"Post query returns json_invalid_query for valid query If you do a query that happens to have no results (e.g. `cat=2` where the category has no posts), you get back a 404 and a `json_invalid_query` error. This should just be an empty JSON list, and not an error. test-file",bug,0.95
166,WP-API,https://github.com/WP-API/WP-API/issues/166,Comment endpoint throws fatal error for invalid comments,Trying to grab a non-existent comment from a post like so: http://local.trunk.dev/wp-json/posts/3184/comments/2 This error is thrown:  <br /> <b>Fatal error</b>: Call to a member function format() on a non-object in <b>/srv/www/trunk/wp-content/plugins/wp-api/lib/class-wp-json-posts.php</b> on line <b>1018</b><br /> ,other-file | other-file | other-file | other-file,Comment endpoint throws fatal error for invalid comments Trying to grab a non-existent comment from a post like so: http://local.trunk.dev/wp-json/posts/3184/comments/2 This error is thrown:  <br /> <b>Fatal error</b>: Call to a member function format() on a non-object in <b>/srv/www/trunk/wp-content/plugins/wp-api/lib/class-wp-json-posts.php</b> on line <b>1018</b><br />  other-file other-file other-file other-file,bug,0.9
72,WP-API,https://github.com/WP-API/WP-API/issues/72,PHP Notice thrown if no created / published posts and requesting Custom Post Type,"In this scenario, php returns a notice in which the `$post` object in `wp-includes/post-template.php` is null.  Notice: Trying to get property of non-object in wp-includes/post-template.php on line 209  Again, the notice throws only when no posts are created / published and you are attempting to request a custom post type (ie wp-json.php/posts?type=custom_post_type) Tested with: WP 3.8.1 WP-API 0.8",other-file,"PHP Notice thrown if no created / published posts and requesting Custom Post Type In this scenario, php returns a notice in which the `$post` object in `wp-includes/post-template.php` is null.  Notice: Trying to get property of non-object in wp-includes/post-template.php on line 209  Again, the notice throws only when no posts are created / published and you are attempting to request a custom post type (ie wp-json.php/posts?type=custom_post_type) Tested with: WP 3.8.1 WP-API 0.8 other-file",bug,0.85
1023,WP-API,https://github.com/WP-API/WP-API/issues/1023,Fix comment schema; return error when response data doesn't match schema,"In #955, @rmccue was able to change the response format for a comment without updating the schema. The API shouldn't ever return a response that doesn't match the declared schema. In this issue, we should: 1. Fix the schema, somewhat contingent on #1022 2. Return a 500 error when the produced response doesn't match the schema, instead of a malformed object. Note for the second, I'm just referring to fields in the response that are missing or of a different format than in the declared schema. Additional fields can be ignored.",other-file,"Fix comment schema; return error when response data doesn't match schema In #955, @rmccue was able to change the response format for a comment without updating the schema. The API shouldn't ever return a response that doesn't match the declared schema. In this issue, we should: 1. Fix the schema, somewhat contingent on #1022 2. Return a 500 error when the produced response doesn't match the schema, instead of a malformed object. Note for the second, I'm just referring to fields in the response that are missing or of a different format than in the declared schema. Additional fields can be ignored. other-file",bug,0.95
224,WP-API,https://github.com/WP-API/WP-API/issues/224,/media doesn't return the alternative text,The media endpoint should return the alternative text for attachments,other-file,/media doesn't return the alternative text The media endpoint should return the alternative text for attachments other-file,bug,0.85
228,WP-API,https://github.com/WP-API/WP-API/issues/228,Post parent read from incorrect key,"When setting a post parent, the value is currently pulled from the `post_parent` key, not the `parent` key.",other-file | test-file | other-file | test-file,"Post parent read from incorrect key When setting a post parent, the value is currently pulled from the `post_parent` key, not the `parent` key. other-file test-file other-file test-file",bug,0.85
2582,WP-API,https://github.com/WP-API/WP-API/issues/2582,Using term filters can cause the API to return objects instead of arrays,"Hi, WordPress allows you to filter processes like get_terms. Through this you can unset terms from the array that's then returned for further processing. A side effect of doing this that affects the JSON encoder but not normally further PHP processing is that the JSON encoder must now output arrays filtered in this way as JSON objects instead of arrays, because the internal structure of the array is now key/value due to deleted numeric keys (wrong terminology, but it sort of works). An example of the problem is here: http://stackoverflow.com/questions/5943149/rebase-array-keys-after-unsetting-elements Should the API: a) defensively call array_values on things it expects to be trying to output as an array? (So that the API contract can't be broken), or: b) should this be documented behaviour and it's the responsibility of the filter developer to call array_values? I might suggest (a), if only because there may be plugins out in the world that do not call array_values because it's never affected PHP, but being used on sites that then would have potentially random WP-API behaviour switching between Object and Array for filtered and non-filtered term arrays. This probably isn't restricted to term filters, but it's where I noted the behaviour.",other-file | other-file,"Using term filters can cause the API to return objects instead of arrays Hi, WordPress allows you to filter processes like get_terms. Through this you can unset terms from the array that's then returned for further processing. A side effect of doing this that affects the JSON encoder but not normally further PHP processing is that the JSON encoder must now output arrays filtered in this way as JSON objects instead of arrays, because the internal structure of the array is now key/value due to deleted numeric keys (wrong terminology, but it sort of works). An example of the problem is here: http://stackoverflow.com/questions/5943149/rebase-array-keys-after-unsetting-elements Should the API: a) defensively call array_values on things it expects to be trying to output as an array? (So that the API contract can't be broken), or: b) should this be documented behaviour and it's the responsibility of the filter developer to call array_values? I might suggest (a), if only because there may be plugins out in the world that do not call array_values because it's never affected PHP, but being used on sites that then would have potentially random WP-API behaviour switching between Object and Array for filtered and non-filtered term arrays. This probably isn't restricted to term filters, but it's where I noted the behaviour. other-file other-file",bug,0.9
444,WP-API,https://github.com/WP-API/WP-API/issues/444,Error on Post Update of featured_image,Fatal error: Cannot use object of type WP_JSON_Response as array in /var/www/wordpress/wp-content/plugins/WP-API/lib/class-wp-json-media.php on line 437,other-file,Error on Post Update of featured_image Fatal error: Cannot use object of type WP_JSON_Response as array in /var/www/wordpress/wp-content/plugins/WP-API/lib/class-wp-json-media.php on line 437 other-file,bug,0.85
1310,WP-API,https://github.com/WP-API/WP-API/issues/1310,Client JS is broken because it's referencing the wrong API URL,"Not sure if this should be fixed in `WP_API_Settings` or if the client script should append `/wp/v2`  but either way, the client helpers don't work in the current version. If someone would let me know which one needs to change, I'd be happy to spin up a PR.",source-file,"Client JS is broken because it's referencing the wrong API URL Not sure if this should be fixed in `WP_API_Settings` or if the client script should append `/wp/v2`  but either way, the client helpers don't work in the current version. If someone would let me know which one needs to change, I'd be happy to spin up a PR. source-file",bug,0.8
409,WP-API,https://github.com/WP-API/WP-API/issues/409,Taxonomies don't support dashes in slugs,"When performing a GET request on /wp-json/taxonomies/the-name/terms, the taxonomy 'the-name' cannot be found and returns a 'json_no_route' error. I believe this is due to the taxonomy having a dash in the name.",other-file,"Taxonomies don't support dashes in slugs When performing a GET request on /wp-json/taxonomies/the-name/terms, the taxonomy 'the-name' cannot be found and returns a 'json_no_route' error. I believe this is due to the taxonomy having a dash in the name. other-file",bug,0.9
290,WP-API,https://github.com/WP-API/WP-API/issues/290,User email addresses are exposed in read context,"Critical privacy issue: email is exposed to all users, not just in the edit context. We need to fix this.",test-file,"User email addresses are exposed in read context Critical privacy issue: email is exposed to all users, not just in the edit context. We need to fix this. test-file",bug,0.9
2309,WP-API,https://github.com/WP-API/WP-API/issues/2309,Wrong paging when retrieving categories list,The following requests return the same result (for per_page >10): http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=100 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=100  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=100 But the following requests work correctly: http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=10 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=10  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=10,test-file,Wrong paging when retrieving categories list The following requests return the same result (for per_page >10): http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=100 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=100  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=100 But the following requests work correctly: http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=10 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=10  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=10 test-file,bug,0.9
299,WP-API,https://github.com/WP-API/WP-API/issues/299,Media meta sizes has inconsistent data type,"If a media object does not have any size metadata available, the response value is an empty array (`[]`). If it does have values, then the response value is a dictionary (`{ thumbnail: {  },  }`). For the empty case it should probably instead return an empty dictionary to simplify the deserialization logic for clients.",other-file | other-file,"Media meta sizes has inconsistent data type If a media object does not have any size metadata available, the response value is an empty array (`[]`). If it does have values, then the response value is a dictionary (`{ thumbnail: {  },  }`). For the empty case it should probably instead return an empty dictionary to simplify the deserialization logic for clients. other-file other-file",bug,0.9
221,WP-API,https://github.com/WP-API/WP-API/issues/221,Required parameter check for user update is in wrong place,"We currently check for the required parameters (`username`, `password`, `email`) on update, not creation. This should be flipped.",other-file | test-file | other-file | test-file,"Required parameter check for user update is in wrong place We currently check for the required parameters (`username`, `password`, `email`) on update, not creation. This should be flipped. other-file test-file other-file test-file",bug,0.9
2416,WP-API,https://github.com/WP-API/WP-API/issues/2416,Only include Post data on the response object when declared in schema,"This is what our code path looks like currently:  setup_postdata( $post ); // Base fields for every post. $data = array( 'id' => $post->ID, 'date' => $this->prepare_date_response( $post->post_date_gmt, $post->post_date ), 'date_gmt' => $this->prepare_date_response( $post->post_date_gmt ), 'guid' => array( /** This filter is documented in wp-includes/post-template.php */ 'rendered' => apply_filters( 'get_the_guid', $post->guid ), 'raw' => $post->guid, ), 'modified' => $this->prepare_date_response( $post->post_modified_gmt, $post->post_modified ), 'modified_gmt' => $this->prepare_date_response( $post->post_modified_gmt ), 'password' => $post->post_password, 'slug' => $post->post_name, 'status' => $post->post_status, 'type' => $post->post_type, 'link' => get_permalink( $post->ID ), ); $schema = $this->get_item_schema(); if ( ! empty( $schema['properties']['title'] ) ) { $data['title'] = array( 'raw' => $post->post_title, 'rendered' => get_the_title( $post->ID ), ); }  If I remove `title` as a property from the schema, it's not included in the response. However, if I remove `password` from schema properties, it's still included on the response object. I'd expect the response object would only have fields declared in the schema, or at least that WP REST API wouldn't blindly add database data to the response if was purposefully removed from the schema.",other-file,"Only include Post data on the response object when declared in schema This is what our code path looks like currently:  setup_postdata( $post ); // Base fields for every post. $data = array( 'id' => $post->ID, 'date' => $this->prepare_date_response( $post->post_date_gmt, $post->post_date ), 'date_gmt' => $this->prepare_date_response( $post->post_date_gmt ), 'guid' => array( /** This filter is documented in wp-includes/post-template.php */ 'rendered' => apply_filters( 'get_the_guid', $post->guid ), 'raw' => $post->guid, ), 'modified' => $this->prepare_date_response( $post->post_modified_gmt, $post->post_modified ), 'modified_gmt' => $this->prepare_date_response( $post->post_modified_gmt ), 'password' => $post->post_password, 'slug' => $post->post_name, 'status' => $post->post_status, 'type' => $post->post_type, 'link' => get_permalink( $post->ID ), ); $schema = $this->get_item_schema(); if ( ! empty( $schema['properties']['title'] ) ) { $data['title'] = array( 'raw' => $post->post_title, 'rendered' => get_the_title( $post->ID ), ); }  If I remove `title` as a property from the schema, it's not included in the response. However, if I remove `password` from schema properties, it's still included on the response object. I'd expect the response object would only have fields declared in the schema, or at least that WP REST API wouldn't blindly add database data to the response if was purposefully removed from the schema. other-file",bug,0.9
661,WP-API,https://github.com/WP-API/WP-API/issues/661,The response from creating or updating a User should pass context = edit,"When returning the User response from `WP_JSON_Users_Controller->create_item()` or `WP_JSON_Users_Controller->update_item()` the edit context should be passed. This:  $response = $this->get_item( array( 'id' => $user_id ) );  Becomes:  $response = $this->get_item( array( 'id' => $user_id, 'context' => 'edit', ) ); ",other-file | other-file,"The response from creating or updating a User should pass context = edit When returning the User response from `WP_JSON_Users_Controller->create_item()` or `WP_JSON_Users_Controller->update_item()` the edit context should be passed. This:  $response = $this->get_item( array( 'id' => $user_id ) );  Becomes:  $response = $this->get_item( array( 'id' => $user_id, 'context' => 'edit', ) );  other-file other-file",bug,0.85
91,WP-API,https://github.com/WP-API/WP-API/issues/91,Raw data goes unused when sent to an endpoint.,"In class-wp-json-server.php, when dispatching callbacks if an endpoint expects raw data that data will end up going unused breaking the endpoint:  php elseif ( $supported & self::ACCEPT_RAW ) { $data = $this->get_raw_data(); } ",other-file | other-file,"Raw data goes unused when sent to an endpoint. In class-wp-json-server.php, when dispatching callbacks if an endpoint expects raw data that data will end up going unused breaking the endpoint:  php elseif ( $supported & self::ACCEPT_RAW ) { $data = $this->get_raw_data(); }  other-file other-file",bug,0.85
90,WP-API,https://github.com/WP-API/WP-API/issues/90,WP_JSON_CustomPostType does not accept JSON for editing/creating posts,Title says it all.,other-file | other-file | other-file,WP_JSON_CustomPostType does not accept JSON for editing/creating posts Title says it all. other-file other-file other-file,bug,0.8
2587,WP-API,https://github.com/WP-API/WP-API/issues/2587,"""registered_date"" type is ""date-time""","the schema on wp/v2/users returns: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true }, according to json-schema v4 ""type"": ""date-time"" is NOT a valid type and it brakes parsers. it should be ""string"" with ""format"":""date-time"" ref: http://json-schema.org/latest/json-schema-core.html#anchor8 http://json-schema.org/latest/json-schema-validation.html#anchor107 example: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""string"", ""format"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true },",other-file | other-file,"""registered_date"" type is ""date-time"" the schema on wp/v2/users returns: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true }, according to json-schema v4 ""type"": ""date-time"" is NOT a valid type and it brakes parsers. it should be ""string"" with ""format"":""date-time"" ref: http://json-schema.org/latest/json-schema-core.html#anchor8 http://json-schema.org/latest/json-schema-validation.html#anchor107 example: ""registered_date"": { ""description"": ""Registration date for the resource."", ""type"": ""string"", ""format"": ""date-time"", ""context"": [ ""edit"" ], ""readonly"": true }, other-file other-file",bug,0.9
2616,WP-API,https://github.com/WP-API/WP-API/issues/2616,Boolean request args fail validation,"In rest_validate_request_arg() we cannot use the `! is_bool()` conditional to validate if a request argument is either `true` or `false`. The query string in the url (example: https://demo.wp-api.org/wp-json/wp/v2/categories?hide_empty=true) will be parsed as a string. Which means you will always get the error: { code: ""rest_invalid_param"", message: ""Invalid parameter(s): hide_empty"", data: { status: 400, params: { hide_empty: ""hide_empty is not of type boolean"" } } }",other-file | test-file,"Boolean request args fail validation In rest_validate_request_arg() we cannot use the `! is_bool()` conditional to validate if a request argument is either `true` or `false`. The query string in the url (example: https://demo.wp-api.org/wp-json/wp/v2/categories?hide_empty=true) will be parsed as a string. Which means you will always get the error: { code: ""rest_invalid_param"", message: ""Invalid parameter(s): hide_empty"", data: { status: 400, params: { hide_empty: ""hide_empty is not of type boolean"" } } } other-file test-file",bug,0.95
164,WP-API,https://github.com/WP-API/WP-API/issues/164,Revisions endpoint not working,"I have a post with 3 revisions. This GET request returns the information about the post: http://local.trunk.dev/wp-json/posts/3184 This GET request outputs simply ""null"": http://local.trunk.dev/wp-json/posts/3184/revisions",other-file | other-file | other-file | other-file,"Revisions endpoint not working I have a post with 3 revisions. This GET request returns the information about the post: http://local.trunk.dev/wp-json/posts/3184 This GET request outputs simply ""null"": http://local.trunk.dev/wp-json/posts/3184/revisions other-file other-file other-file other-file",bug,0.9
2426,WP-API,https://github.com/WP-API/WP-API/issues/2426,Inconsistent type returned for user capabilities.,"When a WP user has capabilities and a call is made to `/users/:id?context=edit`, a JSON object/map is returned (`""capabilities"": {""a"":""foo"", ""b"":""bar""}`). However, when a user has no capabilities (`- No role for this site -` selected in wp-admin), an empty array is returned (`""capabilities"": []`).",other-file | test-file | other-file | other-file | other-file | other-file | other-file | test-file | test-file | documentation-file | other-file | test-file,"Inconsistent type returned for user capabilities. When a WP user has capabilities and a call is made to `/users/:id?context=edit`, a JSON object/map is returned (`""capabilities"": {""a"":""foo"", ""b"":""bar""}`). However, when a user has no capabilities (`- No role for this site -` selected in wp-admin), an empty array is returned (`""capabilities"": []`). other-file test-file other-file other-file other-file other-file other-file test-file test-file documentation-file other-file test-file",bug,0.9
