issue_no,repo,issue_url,title,description,patched_file_types
3648,nocodb,https://github.com/nocodb/nocodb/issues/3648,Display error on accessing disabled shared base link,Node: **v16.14.0** Arch: **arm64** Platform: **darwin** Docker: **false** Database: **mysql2** ProjectOnRootDB: **false** RootDB: **mysql2** PackageVersion: **0.96.4** - Share base - Copy URL - Disable `share base` - Access copied URL: page keeps loading. Throw error instead (like its done for shared view case) : `Invalid URL`,ui-file | source-file
515,nocodb,https://github.com/nocodb/nocodb/issues/515,Find/Get By Id does not return the Rollup result,"NocoDB used as docker : false NocoDB version : 0.11.29 Database used in NC_DB URL : mariadb Project was created by clicking : New Project by connecting to external database Database on which spreadsheet is created : mariadb OS on which NocoDB is running : MAC OS Node.js version if running as node : v14.15.1 Database version : 10.6.4-MariaDB-1:10.6.4+maria~focal **Steps To Reproduce** **1.Table Setting** **1.1 Promotion Table** ![image](https://user-images.githubusercontent.com/41875799/132243763-5f405903-f5e2-4d72-a25d-9075474af282.png) **1.2 User Table** ![image](https://user-images.githubusercontent.com/41875799/132243845-007e2047-b03d-4426-92ea-bbbe23e4a8b8.png) **2. The Rollup result can be returned when execute""http://localhost:8080/nc/dwz_chEy/api/v1/User""** ![image](https://user-images.githubusercontent.com/41875799/132269921-d38b7d6c-8fc8-4344-bf81-1e2db7eab6ab.png) **3. But get by ID does not return the Rollup result when execute""http://localhost:8080/nc/dwz_chEy/api/v1/User/1""** ![image](https://user-images.githubusercontent.com/41875799/132244038-c0fcd8bf-def0-407b-a84a-b6957f61ec0c.png) **Expected behavior** The Rollup result should be returned",data-file
652,nocodb,https://github.com/nocodb/nocodb/issues/652,Camel case / As is in API,"Node: **v12.22.6** Arch: **x64** Platform: **linux** Docker: **true** Database: **mysql2** ProjectOnRootDB: **false** RootDB: **mysql2** PackageVersion: **0.11.46** Case of table fields is not honored. ![Screenshot 2021-10-15 at 15 50 39](https://user-images.githubusercontent.com/943152/137498163-d7dee1c8-485e-4d5d-a5df-31976632e80b.png) Calling API with curl produces the following result: [{""Id"":1,""Name"":""M0""},{""Id"":2,""Name"":""M1""},{""Id"":3,""Name"":""Mx""},{""Id"":4,""Name"":""M1a""},{""Id"":5,""Name"":""M1b""},{""Id"":6,""Name"":""M1c""}] **Expected behavior** field names should be lowercase.",documentation-file | source-file
315,nocodb,https://github.com/nocodb/nocodb/issues/315,graphql: Can't reload view data,"**Please enter the following details** Node: **v12.22.1** Arch: **x64** Platform: **linux** Docker: **false** Database: **pg** ProjectOnRootDB: **false** RootDB: **sqlite3** PackageVersion: **0.9.40** **Steps To Reproduce** 1. set up project using postgresql with graphql 2. hit ""reload view data""  XHRPOSThttp://10.1.10.24:30008//nc/repertoire_mpl6/v1/graphql [HTTP/1.1 404 Not Found 28ms]  Note the double `//` **Expected behavior** **Screenshots**",source-file
2014,nocodb,https://github.com/nocodb/nocodb/issues/2014,Bug: Filtering by checkbox columns is inconsistent,"Now, checkboxes can be filtered in UI by using 'is equal' and 'is not equal' with 'false' and 'true' strings. In REST API [docs](https://docs.nocodb.com/developer-resources/rest-apis/#comparison-operators), 'is' and 'isnot' comparison operators exist for boolean values, - but only 'isnot, null' query works. However, query results can be filtered by checkboxes with 'eq' operator. Weird enough, 'not' operator has no effect on 'true' and 'false' strings. I think, solution should be: * Add new comparison options in filter UI to be used with checkboxes, which have to treat 'null' values as false ones. * Fix 'is' and 'isnot' to work as declared in docs.  Node: **v12.22.12** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **true** RootDB: **pg** PackageVersion: **0.90.11**",ui-file | data-file | source-file
185,nocodb,https://github.com/nocodb/nocodb/issues/185,Bug: Plus Email Address Not Accepted,"Version: 0.9.15 Docker When attempting to create a new user that has a ""+"" in the Email address, an ""E-mail must be valid"" error is returned. Plus addressing is valid per [RFC 2822](http://tools.ietf.org/html/rfc2822#section-3.4.1) and is supported by major Email providers such as Gmail and Office 365/Exchange to name a few. **Steps to Replicate** - Open a Project - Click ""Team & Auth"" - Click ""New User"" - Attempt to create a user with a ""+"" in the address, such as ""validation+bug@nocodb.com"" - Observe the ""E-mail must be valid"" message **What is Expected?** The Email is valid per RFC spec and should be allowed.",ui-file | documentation-file | source-file
388,nocodb,https://github.com/nocodb/nocodb/issues/388,M2M lenked subtable column adding,"NocoDB used as docker : true NocoDB version : 0.11.4 Database used in NC_DB URL : mysql Project was created by clicking : New Project by connecting to external database Database on which spreadsheet is created : mysql OS on which NocoDB is running : linux Node.js version if running as node : container Database version : MariaDB10 **Steps To Reproduce** Go to m2m value, right click, select m2m_autocreated_table, add column, reload table tabs, tables can't load **Console log** 9c25114.js:2 TypeError: Cannot read property '_cn' of undefined at e4574a1.js:2 at Array.reduce (<anonymous>) at f.hasMany (e4574a1.js:2) at Cn.get (9c25114.js:2) at Cn.evaluate (9c25114.js:2) at f.hasMany (9c25114.js:2) at f.<anonymous> (e4574a1.js:2) at f.t._render (9c25114.js:2) at f.r (9c25114.js:2) at Cn.get (9c25114.js:2) re @ 9c25114.js:2 /nc/noco_test_1_YtiM/api/v1/test3?limit=25&offset=0&where=&sort=&hm=&bt=&mm=test2&mfields1=title,id:1 Failed to load resource: the server responded with a status of 400 () /nc/noco_test_1YtiM/api/v1/test3/count?where=:1 Failed to load resource: the server responded with a status of 400 () e4574a1.js:2 Error: Request failed with status code 400 at t.exports (9c25114.js:2) at t.exports (9c25114.js:2) at XMLHttpRequest..onreadystatechange (9c25114.js:2)",ui-file | data-file | source-file
1722,nocodb,https://github.com/nocodb/nocodb/issues/1722,Can't access projects since upgrade to 0.90.0,"Hi, I just tried upgrading NocoDB from 0.84.16 to 0.90.0 using `docker-compose pull`, and I'm experiencing some issues. When I loaded NocoDB in my browser the first time after the upgrade, I got presented with the Sign Up page, but I mindlessly entered my login info (that was already in the database) and clicked ""Sign Up"", not realizing it was not the login page. At that point, I got redirected to my project list, like if I had just logged in. The problem is that now every project I try to open fails to load with the message: ""Error: Request failed with status code 403"". Did I just break something in my account info? I'm guessing this might be a problem with the data in the database, don't hesitate to ask for contents of tables if needed. Thanks for the awesome work on NocoDB, I'm really enjoying it! **Steps To Reproduce** 1. Upgrade from version 0.84.16 using `docker-compose pull && docker-compose up --build -d` 2. Go to NocoDB URL 3. Fill the sign up form with information already found in the database and submit form 4. Try to load any project 5. See error about HTTP 403 **Expected behavior** Be able to load projects NocoDB used as docker : true NocoDB version : 0.90.0 Database used in NC_DB URL : mysql Project was created by clicking : New Project by connecting to external database Database on which spreadsheet is created : mysql OS on which NocoDB is running : Docker on Ubuntu Server 20.04.4 LTS Database version : MariaDB 10.7.3",source-file
2776,nocodb,https://github.com/nocodb/nocodb/issues/2776,Select v2: Airtable import broken,Node: **v16.14.0** Arch: **arm64** Platform: **darwin** Docker: **false** Database: **mysql2** ProjectOnRootDB: **true** RootDB: **mysql2** PackageVersion: **0.92.4** - Import content calendar  GET /api/v1/db/meta/tables/md_cc065a7eg9o2cj 200 19501 - 4.440 ms     EXCEPTION OCCURED!! in MysqlClient @ tableUpdate   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   MESSAGE:   Cannot read properties of null (reading 'endsWith')     - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   CODE:   undefined     - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   STACK:   TypeError: Cannot read properties of null (reading 'endsWith')   at MysqlClient.alterTableColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2470:15)   at MysqlClient.alterTableChangeColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2431:17)   at MysqlClient.tableUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2106:27)   at SqlMgrv2.sqlOpPlus (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-mgr/v2/SqlMgrv2.ts:81:55)   at columnUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/api/columnApis.ts:922:18)   at runMicrotasks (<anonymous>)   at processTicksAndRejections (node:internal/process/task_queues:96:5)   at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/catchError.ts:6:14     - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -       TypeError: Cannot read properties of null (reading 'endsWith') at MysqlClient.alterTableColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2470:15) at MysqlClient.alterTableChangeColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2431:17) at MysqlClient.tableUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2106:27) at SqlMgrv2.sqlOpPlus (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-mgr/v2/SqlMgrv2.ts:81:55) at columnUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/api/columnApis.ts:922:18) at runMicrotasks (<anonymous>) at processTicksAndRejections (node:internal/process/task_queues:96:5) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/catchError.ts:6:14 columnUpdate :: TypeError: Cannot read properties of null (reading 'endsWith') at MysqlClient.alterTableColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2470:15) at MysqlClient.alterTableChangeColumn (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2431:17) at MysqlClient.tableUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-client/lib/mysql/MysqlClient.ts:2106:27) at SqlMgrv2.sqlOpPlus (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/db/sql-mgr/v2/SqlMgrv2.ts:81:55) at columnUpdate (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/api/columnApis.ts:922:18) at runMicrotasks (<anonymous>) at processTicksAndRejections (node:internal/process/task_queues:96:5) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/helpers/catchError.ts:6:14 PATCH /api/v1/db/meta/columns/cl_yssmfj5zxz5s8m 400 61 - 7.350 ms Error: Cannot read properties of null (reading 'endsWith') at exports.default (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/meta/api/sync/helpers/job.ts:2286:13) at runMicrotasks (<anonymous>) at processTicksAndRejections (node:internal/process/task_queues:96:5) at /Users/rajuudava/NocoDB/nocodb/packages/nocodb/src/lib/jobs/EmitteryJobsMgr.ts:25:9 at async Promise.all (index 0) at Emittery.emit (/Users/rajuudava/NocoDB/nocodb/packages/nocodb/node_modules/emittery/index.js:257:3),source-file
291,nocodb,https://github.com/nocodb/nocodb/issues/291,"xc-token - After deleting the token from backend admin, it's still working with the deleted token (it has to be invalid)",Node: **v10.19.0** Arch: **x64** Platform: **linux** Docker: **false** Database: **mysql2** ProjectOnRootDB: **false** RootDB: **sqlite3** PackageVersion: **1.0.0**,ui-file | test-file | source-file
65,nocodb,https://github.com/nocodb/nocodb/issues/65,Wordpress xjoin,"I'm trying to join two wordpress tables unsuccesfully with this xjoin query: /xjoin?_join=pl.wp_posts,_j,pr.wp_postmeta&_on1=(pl.ID,eq,pr.post_id)&_fields=pl.ID,pr.post_id but I keep getting error 404, any hint? This should be equal to SQL join: SELECT pl.ID, pr.post_id FROM wp_posts as pl JOIN wp_postmeta as pr ON pl.ID = pr.post_id",ui-file | source-file
725,nocodb,https://github.com/nocodb/nocodb/issues/725,Bug: Id should encode to pass in url path for update and delete API,Current API url  /nc/xx/api/v1/CatalogTest/9x1FROGBs/VXn9Zv2VDKtsfqK7c=  > Note: `9x1FROGBs/VXn9Zv2VDKtsfqK7c=` is primary key of the record  Expected behaviour Id value should be encoded using `encodeURLComponent` method  /nc/xx/api/v1/CatalogTest/9x1FROGBs%2FVXn9Zv2VDKtsfqK7c=,source-file
33,nocodb,https://github.com/nocodb/nocodb/issues/33,"Max page size is actually 99, not 100","Please provide dev environment versions of your system node -v = v9.4.0 ( xmysql requires node >= 7.6.0 ) npm -v = 5.6.0 mysql --version = mysql Ver 14.14 Distrib 5.5.60, for debian-linux-gnu (x86_64) using readline 6.3 xmysql --version = 0.0.4 - - - http://api.xyz.com/api/invitations?_size=100 returns 20 rows (incorrect) http://api.xyz.com/api/invitations?_size=99 returns 54 rows (correct) (please remove domain names after issue has been reproduced on your end) Also note that it's strange behavior that when a requested page size goes over the system limit, then it simply reverts back to the default 20. Would be better if API would throw an error code to indicate something went wrong. - - - Mark issue with suitable label if it is clear what this issue is. ( edit: removed domain name )",ui-file | documentation-file | test-file | source-file
1129,nocodb,https://github.com/nocodb/nocodb/issues/1129,Cannot add Percentage as a column,"NocoDB used as docker : **true** NocoDB version : **0.84.9** Database used in NC_DB URL : **pg** Project was created by clicking : **New Project by connecting to external database** Database on which spreadsheet is created : **pg** OS on which NocoDB is running : **Docker/Rocky Linux 8** Database version : **14.1-1.pgdg110+1** Node : **v12.22.6** Arch : **x64** ProjectOnRootDB: **true** **Steps To Reproduce** 1. Go to a table 2. Add new column --> Percentage type 3. ""Update table failed"", no column is added. **Expected behavior** Should add Percentage column. Dev Console Error:  POST https://noco.anchorhrg.com/dashboard/?q=sqlOpPlus_tableUpdate 500 (anonymous) @ 3370c21.js:2 t.exports @ 3370c21.js:2 t.exports @ 3370c21.js:2 Promise.then (async) v.request @ 3370c21.js:2 (anonymous) @ 3370c21.js:2 (anonymous) @ 35a1cff.js:2 m @ 5d83827.js:2 (anonymous) @ 5d83827.js:2 A.forEach.t.<computed> @ 5d83827.js:2 r @ 3370c21.js:2 l @ 3370c21.js:2 (anonymous) @ 3370c21.js:2 (anonymous) @ 3370c21.js:2 ActSqlOpPlus @ 35a1cff.js:2 (anonymous) @ 3370c21.js:2 m.dispatch @ 3370c21.js:2 dispatch @ 3370c21.js:2 (anonymous) @ 99706d2.js:2 m @ 5d83827.js:2 (anonymous) @ 5d83827.js:2 A.forEach.t.<computed> @ 5d83827.js:2 r @ 3370c21.js:2 l @ 3370c21.js:2 (anonymous) @ 3370c21.js:2 (anonymous) @ 3370c21.js:2 save @ 99706d2.js:2 ee @ 3370c21.js:2 n @ 3370c21.js:2 ee @ 3370c21.js:2 t.$emit @ 3370c21.js:2 click @ 5d83827.js:2 ee @ 3370c21.js:2 n @ 3370c21.js:2 Fr.c._wrapper @ 3370c21.js:2 35a1cff.js:2 index 0 99706d2.js:2 Error: Request failed with status code 500 at t.exports (3370c21.js:2:178381) at t.exports (3370c21.js:2:208481) at XMLHttpRequest.A (3370c21.js:2:176975)",source-file
297,nocodb,https://github.com/nocodb/nocodb/issues/297,Cannot Add/Edit record properly when table has composite keys,"**Please enter the following details** Node: **v12.22.1** Arch: **x64** Platform: **linux** Docker: **true** Database: **mysql2** ProjectOnRootDB: **true** RootDB: **mysql2** PackageVersion: **0.9.35** **Steps To Reproduce** Cannot add record properly 1. Go to Tables, and create new table with several keys as mark as PK 2. Create Gallery View 3. on Gallery View Page, Click on Add new Row Button 4. The primary key is not editable, cannot type anything to the field Cannot Edit record properly 1. Try add new row using Grid View, it will shows some error since there are multiple PKs but continue to fill all of the column 2. Then after finish adding all of the column, ensure that the data saved 3. Try edit one of the value, and save row 4. It will shows 400 error **Expected behavior** On Add new Row it is expected that user could type in the PK field, since it is not auto increment On Edit row, it is expected that user could save the changes properly **Screenshots** on Add new Row, the PK fields seems to have attribute disabled ![Screen Shot 2021-06-23 at 12 56 17](https://user-images.githubusercontent.com/1900931/123043390-6bf30f80-d422-11eb-942a-d298f7b31e2a.png) on Edit Row ![Screen Shot 2021-06-23 at 09 15 27](https://user-images.githubusercontent.com/1900931/123043481-89c07480-d422-11eb-9f72-99f8a875d886.png) error logs  PUT /nc/shipment_QoHo/api/v1/shipping_price/jne,regs,1,2 400 280 - 2.371 ms Error: Undefined binding(s) detected when compiling UPDATE. Undefined column(s): [service_type, destination_code, origin_code] query: update `xa2__shipping_price` set `service_type` = ?, `price` = ? where `courier` = ? and `service_type` = ? and `destination_code` = ? and `origin_code` = ? at QueryCompiler_MySQL.toSQL (/usr/src/app/node_modules/knex/lib/query/compiler.js:98:13) at Builder.toSQL (/usr/src/app/node_modules/knex/lib/query/builder.js:97:44) at Builder.Target.toQuery (/usr/src/app/node_modules/knex/lib/interface.js:8:21) at o._run (/usr/src/app/docker/main.js:2:294853) at o.updateByPk (/usr/src/app/docker/main.js:2:281531) at async r.update (/usr/src/app/docker/main.js:2:264326) PUT /nc/shipment_QoHo/api/v1/shipping_price/jne,regs,1,2 400 293 - 4.237 ms (node:8) Warning: Label 'fetch user' already exists for console.time() (node:8) Warning: Label 'fetch user' already exists for console.time()  Join our discord : https://discord.gg/5RgZmkW for realtime help.",ui-file | test-file
295,nocodb,https://github.com/nocodb/nocodb/issues/295,Filter feature issue,I have a table w/ columns accepting null value. A **nocodb filter** researching column w/ null value return 0 rows. (of course I have plenty of records normally matching the filter. Checked w/ Navicat),ui-file | source-file
856,nocodb,https://github.com/nocodb/nocodb/issues/856,"Stop returning REST response with `Has Many`, `Belongs To`, or `Many to Many` by default, because they can be controlled if query params `bt`, `hm`, or `mm` are set","please provide the following details : NocoDB used as docker : false (heroku) NocoDB version : 0.83.5 Database used in NC_DB URL pg Project was created by clicking : New Project by connecting to external database Database on which spreadsheet is created : pg OS on which NocoDB is running : heroku hobby dynamo Node.js version if running as node : v12.22.6 Database version : * NoCoDB: PostgreSQL 13.5 (Ubuntu 13.5-2.pgdg20.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0, 64-bit * Project DB: PostgreSQL 14.1 on aarch64-unknown-linux-gnu, compiled by gcc (Ubuntu 10.3.0-1ubuntu1~20.04) 10.3.0, 64-bit **Steps To Reproduce** 1. Query GET for a resource that has bt, hm or mm without setting bt, hm, mm `api/v1/countries` which `has many`.`places` **Expected behavior** JSON should return the entity without any joins **Actual behaviour** All relations are returned with no apparent way to turn it off [ { ""Id"": 1, ""title"": ""Country A"", ""CreatedAt"": ""2021-12-09T11:05:44.540Z"", ""UpdatedAt"": ""2021-12-12T11:00:23.904Z"", ""is_published"": true, ""placesList"": [ { ""Id"": 4, ""title"": ""Place A"", ""CountriesId"": 1 }, { ""Id"": 6, ""title"": ""Place B"", ""CountriesId"": 1 }, { ""Id"": 7, ""title"": ""Place C"", ""CountriesId"": 1 } ] }, { ""Id"": 2, ""title"": ""Country B"", ""CreatedAt"": ""2021-12-09T11:05:50.562Z"", ""UpdatedAt"": ""2021-12-12T11:00:39.131Z"", ""is_published"": true, ""placesList"": [] } ]  I tried setting bt, hm, mm to `undefined` or `null` or `false` to disable this behaviour but go this error when I try { ""msg"": ""Cannot read property 'columnToAlias' of undefined"" }  Node: **v12.22.6** Arch: **x64** Platform: **linux** Docker: **false** Database: **pg** ProjectOnRootDB: **false** RootDB: **pg** PackageVersion: **0.83.5**",data-file
23,nocodb,https://github.com/nocodb/nocodb/issues/23,SQL Syntax error when posting,"Good morning, When I try to make a POST request on my Customer table to insert a row it doesn't work. I got a SQL syntax error : ""error"": { ""code"": ""ER_PARSE_ERROR"", ""errno"": 1064, ""sqlMessage"": ""You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near '' at line 1"", ""sqlState"": ""42000"", ""index"": 0, ""sql"": ""INSERT INTO `customer` SET "" } Did somebody already had this issue ?",test-file | config-file | source-file | ui-file | data-file | documentation-file
2361,nocodb,https://github.com/nocodb/nocodb/issues/2361,Normalization is breaking the login process,"Node: **v12.22.12** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **false** RootDB: **pg** PackageVersion: **0.91.8** Running a local NocoDB on Postgres. **Steps To Reproduce** 1. Register a user with mail `1Aa@test.com` 2. Log Out 3. Try logging in **Expected Behavior** I should be logged in. Instead, I get this error message: ![image](https://user-images.githubusercontent.com/4245227/173578131-daa1dc2b-e72a-4cd5-b7ac-e0173593c19e.png) Weird. When I went to try signing up again, I get *this:* ![image](https://user-images.githubusercontent.com/4245227/173578294-5ed83def-90f6-44dc-aa07-ad3d9c6aca2a.png) **Cause** I went to check the DB whether the user actually exists or not, and found the problem. ![image](https://user-images.githubusercontent.com/4245227/173578967-9f9b1c16-fa01-4bcb-b02d-3d305897f984.png) When I tried logging in with the e-mail in all lowercase, it worked. So the issue is being caused by storing the emails in lowercase, then comparing them in a case-sensitive manner with the original, uppercase version on next login attempt.",source-file
343,nocodb,https://github.com/nocodb/nocodb/issues/343,Bug: failed to import meta data,"**Please enter the following details** Background: I have 2 nocodb instances, lets say A and B. I want to migrate from A to B. I exported metadata from A as meta.zip, then i take a snapshot from Database-A to create Database-B. A project in B is also configured. **Steps To Reproduce** 1. In B, click ``Import Metadata`` (either in My Projects page or in Metadata Operations) 2. It toasts ""Some internal error occurred"". 3. In Network tab (Chrome), it shows ``{msg: ""Malformed UTF-8 data""}`` when calling ``xcMetaTablesImportZipToLocalFsAndDb``. P.S. There is no server logs related to this import action. **Expected behavior** The project meta zip can be imported. Node: **v12.22.1** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **false** RootDB: **pg** PackageVersion: **0.10.3**",source-file
7535,nocodb,https://github.com/nocodb/nocodb/issues/7535,Bug: VIEWER can't receive form e-mail notifications,"Steps to reproduce - ORGANIZATION LEVEL CREATOR creates base, table, and form for it. - adds ORGANIZATION LEVEL VIEWER user to the base with role CREATOR - VIEWER opens the form and click on the ""E-mail me at user@example.com""  Issue: - Switch shows, as enabled, but actual request is HTTP 403 https://example.com/api/v1/db/meta/plugins/SMTP/status {""msg"":""isPluginActive - : Not allowed""} - Emails are never sent - If form reloaded - the switch is disabled Also, I haven't found a way for invited user (neither CREATOR nor VIEWER) to view or configure plugins. If the invited user is CREATOR, then e-mails are working, but still - no way to view or configure plugins.  Desired Behavior VIEWER receive email notifications  Project Details v0.204.0 in Docker with Postgres 16.1 with SMTP server on the same LAN: environment: NC_SMTP_FROM: ""user@example.com"" NC_SMTP_HOST: ""example.com"" NC_SMTP_PORT: 25 NC_SMTP_USERNAME: ""user"" NC_SMTP_PASSWORD: """"",source-file
953,nocodb,https://github.com/nocodb/nocodb/issues/953,[Bug] Condition for webhook automation does not take boolean type into consideration,"NocoDB used as docker : **false** NocoDB version : **""nocodb"": ""^0.84.6""** Database used in NC_DB URL : **pg** Project was created by clicking : **New Project by connecting to external database** Database on which spreadsheet is created : **pg** OS on which NocoDB is running : **Ubuntu 18.04.6 LTS** Node.js version if running as node : **v15.3.0** Database version : **Postgres 12.9** **Steps To Reproduce** 1. Install Slack App 1. Create webhook automation for Slack app that happens after an update 1. Add a condition for when the update happens 1. Condition needs to be related to a column like a checkbox or another column that implements a boolean type (TRUE/FALSE) 1. Example condition would be: `where, column_name, is equal, true` **Notes** 1. An example JSON that is sent back to the BE is: ""[{\""field\"":\""Validated\"",\""op\"":\""is equal\"",\""value\"":\""true\"",\""logicOp\"":\""and\""}]""). 1. Even after the values are parsed, with JSON.parse, the value remains a string:  [ { ""field"": ""Validated"", ""op"": ""is equal"", ""value"": ""true"", ""logicOp"": ""and"" } ]  1. The check I believe happens here: https://github.com/nocodb/nocodb/blob/1cbaaab6bf838aa8c38a35f3fab06670ca8d9264/packages/nocodb/src/lib/noco/common/BaseModel.ts#L397. `data[field]` is probably `TRUE` while `con.value` is `""true""`. These would never equate unless the value itself is parsed further to see if it can be converted into a boolean value. The suggested change would probably be to just do: `JSON.parse(con.value)`. **Expected behavior** When the condition is met, such as when a column is true and the condition put in is `""true""`, then the webhook should be sent out afterward. I believe this is not happening because the values are not parsed from the JS side, I believe they are all literal strings instead of appropriate values.",ui-file | data-file | source-file
4704,nocodb,https://github.com/nocodb/nocodb/issues/4704,"Bug: When the primary key contains /, an error occurs when updating data","Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? When the value of the primary key in my data table contains /, when updating the data, the relevant API will treat the slash as a url route, resulting in the failure of the data to be updated successfully  Desired Behavior I tried escaping the / as %2f when submitting the data update request, and that does the trick  Project Details docker  Attachements ![image](https://user-images.githubusercontent.com/81417218/209652132-bf8589df-696d-4a58-ad1a-1ef4fa015769.png)",data-file
7848,nocodb,https://github.com/nocodb/nocodb/issues/7848,"Bug: typo in swagger response ""BadReqeust""","Please confirm if bug report does NOT exist already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? Open the API v2 docs and look at the 400 response.  Desired Behavior The response being called ""BadRequest""  Project Details not applicable.  Attachments _No response_",documentation-file
