issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence,combined_text
2803,WP-API,https://github.com/WP-API/WP-API/issues/2803,/wp/v2/taxonomies object returns JSON array (not object) on invalid query,"`/wp/v2/taxonomies?type=wingding` will yield `[]`, when the default response for the endpoint is a keyed object. I presume that the object returned from the API should be consistently formed, so I raise whether we should return `{}` instead if an invalid type property is provided (or whether a descriptive error should be returned instead).",other-file | test-file | other-file | test-file,taxonomies object returns json array object invalid query taxonomies type wingding yield default response endpoint keyed object presume object returned api consistently formed raise whether return instead invalid type property provided whether descriptive returned instead,bug,0.9,"/wp/v2/taxonomies object returns JSON array (not object) on invalid query `/wp/v2/taxonomies?type=wingding` will yield `[]`, when the default response for the endpoint is a keyed object. I presume that the object returned from the API should be consistently formed, so I raise whether we should return `{}` instead if an invalid type property is provided (or whether a descriptive error should be returned instead)."
862,WP-API,https://github.com/WP-API/WP-API/issues/862,Post query returns json_invalid_query for valid query,"If you do a query that happens to have no results (e.g. `cat=2` where the category has no posts), you get back a 404 and a `json_invalid_query` error. This should just be an empty JSON list, and not an error.",test-file,post query returns json invalid query valid query query happens results cat category posts get back json invalid query empty json list,bug,0.95,"Post query returns json_invalid_query for valid query If you do a query that happens to have no results (e.g. `cat=2` where the category has no posts), you get back a 404 and a `json_invalid_query` error. This should just be an empty JSON list, and not an error."
166,WP-API,https://github.com/WP-API/WP-API/issues/166,Comment endpoint throws fatal error for invalid comments,Trying to grab a non-existent comment from a post like so: http://local.trunk.dev/wp-json/posts/3184/comments/2 This error is thrown:  <br /> <b>Fatal error</b>: Call to a member function format() on a non-object in <b>/srv/www/trunk/wp-content/plugins/wp-api/lib/class-wp-json-posts.php</b> on line <b>1018</b><br /> ,other-file | other-file | other-file | other-file,comment endpoint throws fatal invalid comments trying grab non existent comment post like http local trunk json posts comments thrown fatal call member function format non object srv www trunk content plugins api class json posts php,bug,0.9,Comment endpoint throws fatal error for invalid comments Trying to grab a non-existent comment from a post like so: http://local.trunk.dev/wp-json/posts/3184/comments/2 This error is thrown:  <br /> <b>Fatal error</b>: Call to a member function format() on a non-object in <b>/srv/www/trunk/wp-content/plugins/wp-api/lib/class-wp-json-posts.php</b> on line <b>1018</b><br /> 
72,WP-API,https://github.com/WP-API/WP-API/issues/72,PHP Notice thrown if no created / published posts and requesting Custom Post Type,"In this scenario, php returns a notice in which the `$post` object in `wp-includes/post-template.php` is null.  Notice: Trying to get property of non-object in wp-includes/post-template.php on line 209  Again, the notice throws only when no posts are created / published and you are attempting to request a custom post type (ie wp-json.php/posts?type=custom_post_type) Tested with: WP 3.8.1 WP-API 0.8",other-file,php notice thrown created published posts requesting custom post type scenario php returns notice post object includes post template php null notice trying get property non object includes post template php notice throws posts created published attempting custom post type json php posts type custom post type tested api,bug,0.85,"PHP Notice thrown if no created / published posts and requesting Custom Post Type In this scenario, php returns a notice in which the `$post` object in `wp-includes/post-template.php` is null.  Notice: Trying to get property of non-object in wp-includes/post-template.php on line 209  Again, the notice throws only when no posts are created / published and you are attempting to request a custom post type (ie wp-json.php/posts?type=custom_post_type) Tested with: WP 3.8.1 WP-API 0.8"
1023,WP-API,https://github.com/WP-API/WP-API/issues/1023,Fix comment schema; return error when response data doesn't match schema,"In #955, @rmccue was able to change the response format for a comment without updating the schema. The API shouldn't ever return a response that doesn't match the declared schema. In this issue, we should: 1. Fix the schema, somewhat contingent on #1022 2. Return a 500 error when the produced response doesn't match the schema, instead of a malformed object. Note for the second, I'm just referring to fields in the response that are missing or of a different format than in the declared schema. Additional fields can be ignored.",other-file,comment schema return response data match schema rmccue able response format comment without updating schema api ever return response match declared schema schema somewhat contingent return produced response match schema instead malformed object note second referring fields response missing different format declared schema additional fields ignored,bug,0.95,"Fix comment schema; return error when response data doesn't match schema In #955, @rmccue was able to change the response format for a comment without updating the schema. The API shouldn't ever return a response that doesn't match the declared schema. In this issue, we should: 1. Fix the schema, somewhat contingent on #1022 2. Return a 500 error when the produced response doesn't match the schema, instead of a malformed object. Note for the second, I'm just referring to fields in the response that are missing or of a different format than in the declared schema. Additional fields can be ignored."
224,WP-API,https://github.com/WP-API/WP-API/issues/224,/media doesn't return the alternative text,The media endpoint should return the alternative text for attachments,other-file,media return alternative text media endpoint return alternative text attachments,bug,0.85,/media doesn't return the alternative text The media endpoint should return the alternative text for attachments
228,WP-API,https://github.com/WP-API/WP-API/issues/228,Post parent read from incorrect key,"When setting a post parent, the value is currently pulled from the `post_parent` key, not the `parent` key.",other-file | test-file | other-file | test-file,post parent read incorrect key setting post parent value currently pulled post parent key parent key,bug,0.85,"Post parent read from incorrect key When setting a post parent, the value is currently pulled from the `post_parent` key, not the `parent` key."
2582,WP-API,https://github.com/WP-API/WP-API/issues/2582,Using term filters can cause the API to return objects instead of arrays,"Hi, WordPress allows you to filter processes like get_terms. Through this you can unset terms from the array that's then returned for further processing. A side effect of doing this that affects the JSON encoder but not normally further PHP processing is that the JSON encoder must now output arrays filtered in this way as JSON objects instead of arrays, because the internal structure of the array is now key/value due to deleted numeric keys (wrong terminology, but it sort of works). An example of the problem is here: http://stackoverflow.com/questions/5943149/rebase-array-keys-after-unsetting-elements Should the API: a) defensively call array_values on things it expects to be trying to output as an array? (So that the API contract can't be broken), or: b) should this be documented behaviour and it's the responsibility of the filter developer to call array_values? I might suggest (a), if only because there may be plugins out in the world that do not call array_values because it's never affected PHP, but being used on sites that then would have potentially random WP-API behaviour switching between Object and Array for filtered and non-filtered term arrays. This probably isn't restricted to term filters, but it's where I noted the behaviour.",other-file | other-file,term filters cause api return objects instead arrays wordpress allows filter processes like get terms unset terms array returned processing side effect affects json encoder normally php processing json encoder must output arrays filtered way json objects instead arrays internal structure array key value due deleted numeric keys wrong terminology sort works example http stackoverflow questions rebase array keys unsetting elements api defensively call array values things expects trying output array api contract broken documented behaviour responsibility filter developer call array values might suggest may plugins world call array values never affected php used sites would potentially random api behaviour switching object array filtered non filtered term arrays probably restricted term filters noted behaviour,bug,0.9,"Using term filters can cause the API to return objects instead of arrays Hi, WordPress allows you to filter processes like get_terms. Through this you can unset terms from the array that's then returned for further processing. A side effect of doing this that affects the JSON encoder but not normally further PHP processing is that the JSON encoder must now output arrays filtered in this way as JSON objects instead of arrays, because the internal structure of the array is now key/value due to deleted numeric keys (wrong terminology, but it sort of works). An example of the problem is here: http://stackoverflow.com/questions/5943149/rebase-array-keys-after-unsetting-elements Should the API: a) defensively call array_values on things it expects to be trying to output as an array? (So that the API contract can't be broken), or: b) should this be documented behaviour and it's the responsibility of the filter developer to call array_values? I might suggest (a), if only because there may be plugins out in the world that do not call array_values because it's never affected PHP, but being used on sites that then would have potentially random WP-API behaviour switching between Object and Array for filtered and non-filtered term arrays. This probably isn't restricted to term filters, but it's where I noted the behaviour."
444,WP-API,https://github.com/WP-API/WP-API/issues/444,Error on Post Update of featured_image,Fatal error: Cannot use object of type WP_JSON_Response as array in /var/www/wordpress/wp-content/plugins/WP-API/lib/class-wp-json-media.php on line 437,other-file,post featured image fatal cannot use object type json response array var www wordpress content plugins api class json media php,bug,0.85,Error on Post Update of featured_image Fatal error: Cannot use object of type WP_JSON_Response as array in /var/www/wordpress/wp-content/plugins/WP-API/lib/class-wp-json-media.php on line 437
1310,WP-API,https://github.com/WP-API/WP-API/issues/1310,Client JS is broken because it's referencing the wrong API URL,"Not sure if this should be fixed in `WP_API_Settings` or if the client script should append `/wp/v2`  but either way, the client helpers don't work in the current version. If someone would let me know which one needs to change, I'd be happy to spin up a PR.",source-file,client broken referencing wrong api url sure fixed api settings client script append either way client helpers work current someone would let know one needs happy spin,bug,0.8,"Client JS is broken because it's referencing the wrong API URL Not sure if this should be fixed in `WP_API_Settings` or if the client script should append `/wp/v2`  but either way, the client helpers don't work in the current version. If someone would let me know which one needs to change, I'd be happy to spin up a PR."
409,WP-API,https://github.com/WP-API/WP-API/issues/409,Taxonomies don't support dashes in slugs,"When performing a GET request on /wp-json/taxonomies/the-name/terms, the taxonomy 'the-name' cannot be found and returns a 'json_no_route' error. I believe this is due to the taxonomy having a dash in the name.",other-file,taxonomies dashes slugs performing get json taxonomies name terms taxonomy name cannot found returns json route believe due taxonomy dash name,bug,0.9,"Taxonomies don't support dashes in slugs When performing a GET request on /wp-json/taxonomies/the-name/terms, the taxonomy 'the-name' cannot be found and returns a 'json_no_route' error. I believe this is due to the taxonomy having a dash in the name."
290,WP-API,https://github.com/WP-API/WP-API/issues/290,User email addresses are exposed in read context,"Critical privacy issue: email is exposed to all users, not just in the edit context. We need to fix this.",test-file,user email addresses exposed read context critical privacy email exposed users edit context need,bug,0.9,"User email addresses are exposed in read context Critical privacy issue: email is exposed to all users, not just in the edit context. We need to fix this."
2309,WP-API,https://github.com/WP-API/WP-API/issues/2309,Wrong paging when retrieving categories list,The following requests return the same result (for per_page >10): http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=100 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=100  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=100 But the following requests work correctly: http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=10 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=10  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=10,test-file,wrong paging retrieving categories list following requests return result per page http blog json categories page per page http blog json categories page per page http blog json categories page per page following requests work correctly http blog json categories page per page http blog json categories page per page http blog json categories page per page,bug,0.9,Wrong paging when retrieving categories list The following requests return the same result (for per_page >10): http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=100 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=100  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=100 But the following requests work correctly: http://blog.lo/wp-json/wp/v2/categories?page=1&per_page=10 http://blog.lo/wp-json/wp/v2/categories?page=2&per_page=10  http://blog.lo/wp-json/wp/v2/categories?page=1232&per_page=10
299,WP-API,https://github.com/WP-API/WP-API/issues/299,Media meta sizes has inconsistent data type,"If a media object does not have any size metadata available, the response value is an empty array (`[]`). If it does have values, then the response value is a dictionary (`{ thumbnail: {  },  }`). For the empty case it should probably instead return an empty dictionary to simplify the deserialization logic for clients.",other-file | other-file,media meta sizes inconsistent data type media object size metadata available response value empty array values response value dictionary thumbnail empty case probably instead return empty dictionary simplify deserialization logic clients,bug,0.9,"Media meta sizes has inconsistent data type If a media object does not have any size metadata available, the response value is an empty array (`[]`). If it does have values, then the response value is a dictionary (`{ thumbnail: {  },  }`). For the empty case it should probably instead return an empty dictionary to simplify the deserialization logic for clients."
221,WP-API,https://github.com/WP-API/WP-API/issues/221,Required parameter check for user update is in wrong place,"We currently check for the required parameters (`username`, `password`, `email`) on update, not creation. This should be flipped.",other-file | test-file | other-file | test-file,required parameter check user wrong place currently check required parameters username password email creation flipped,bug,0.9,"Required parameter check for user update is in wrong place We currently check for the required parameters (`username`, `password`, `email`) on update, not creation. This should be flipped."
2416,WP-API,https://github.com/WP-API/WP-API/issues/2416,Only include Post data on the response object when declared in schema,"This is what our code path looks like currently:  setup_postdata( $post ); // Base fields for every post. $data = array( 'id' => $post->ID, 'date' => $this->prepare_date_response( $post->post_date_gmt, $post->post_date ), 'date_gmt' => $this->prepare_date_response( $post->post_date_gmt ), 'guid' => array( /** This filter is documented in wp-includes/post-template.php */ 'rendered' => apply_filters( 'get_the_guid', $post->guid ), 'raw' => $post->guid, ), 'modified' => $this->prepare_date_response( $post->post_modified_gmt, $post->post_modified ), 'modified_gmt' => $this->prepare_date_response( $post->post_modified_gmt ), 'password' => $post->post_password, 'slug' => $post->post_name, 'status' => $post->post_status, 'type' => $post->post_type, 'link' => get_permalink( $post->ID ), ); $schema = $this->get_item_schema(); if ( ! empty( $schema['properties']['title'] ) ) { $data['title'] = array( 'raw' => $post->post_title, 'rendered' => get_the_title( $post->ID ), ); }  If I remove `title` as a property from the schema, it's not included in the response. However, if I remove `password` from schema properties, it's still included on the response object. I'd expect the response object would only have fields declared in the schema, or at least that WP REST API wouldn't blindly add database data to the response if was purposefully removed from the schema.",other-file,include post data response object declared schema path looks like currently setup postdata post base fields every post data array post date prepare date response post post date gmt post post date date gmt prepare date response post post date gmt guid array filter documented includes post template php rendered apply filters get guid post guid raw post guid modified prepare date response post post modified gmt post post modified modified gmt prepare date response post post modified gmt password post post password slug post post name status post post status type post post type link get permalink post schema get item schema empty schema properties title data title array raw post post title rendered get title post title property schema included response however password schema properties still included response object expect response object would fields declared schema least rest api blindly database data response purposefully removed schema,bug,0.9,"Only include Post data on the response object when declared in schema This is what our code path looks like currently:  setup_postdata( $post ); // Base fields for every post. $data = array( 'id' => $post->ID, 'date' => $this->prepare_date_response( $post->post_date_gmt, $post->post_date ), 'date_gmt' => $this->prepare_date_response( $post->post_date_gmt ), 'guid' => array( /** This filter is documented in wp-includes/post-template.php */ 'rendered' => apply_filters( 'get_the_guid', $post->guid ), 'raw' => $post->guid, ), 'modified' => $this->prepare_date_response( $post->post_modified_gmt, $post->post_modified ), 'modified_gmt' => $this->prepare_date_response( $post->post_modified_gmt ), 'password' => $post->post_password, 'slug' => $post->post_name, 'status' => $post->post_status, 'type' => $post->post_type, 'link' => get_permalink( $post->ID ), ); $schema = $this->get_item_schema(); if ( ! empty( $schema['properties']['title'] ) ) { $data['title'] = array( 'raw' => $post->post_title, 'rendered' => get_the_title( $post->ID ), ); }  If I remove `title` as a property from the schema, it's not included in the response. However, if I remove `password` from schema properties, it's still included on the response object. I'd expect the response object would only have fields declared in the schema, or at least that WP REST API wouldn't blindly add database data to the response if was purposefully removed from the schema."
661,WP-API,https://github.com/WP-API/WP-API/issues/661,The response from creating or updating a User should pass context = edit,"When returning the User response from `WP_JSON_Users_Controller->create_item()` or `WP_JSON_Users_Controller->update_item()` the edit context should be passed. This:  $response = $this->get_item( array( 'id' => $user_id ) );  Becomes:  $response = $this->get_item( array( 'id' => $user_id, 'context' => 'edit', ) ); ",other-file | other-file,response creating updating user pass context edit returning user response json users controller create item json users controller item edit context passed response get item array user becomes response get item array user context edit,bug,0.85,"The response from creating or updating a User should pass context = edit When returning the User response from `WP_JSON_Users_Controller->create_item()` or `WP_JSON_Users_Controller->update_item()` the edit context should be passed. This:  $response = $this->get_item( array( 'id' => $user_id ) );  Becomes:  $response = $this->get_item( array( 'id' => $user_id, 'context' => 'edit', ) ); "
